id,front,back,detail
,{{id}} {{front}},答案 <span style='color:red;font-weight:bold;'>{{back}}</span><br />{{detail}},<br />一、A1型题
1,<br />乳房疾病的治疗最关键的是治<br />A .血<br />B .气<br />C .肝<br />D .肾<br />E 冲任,B,
2,<br />乳房检查的最佳时间是<br />A 经前7～10天<br />B 经后7～10天<br />C 经后1～2天<br />D 经前1～2天<br />E 月经期,B,
3,<br />与情志内伤无关的是<br />A 瘰疬<br />B 乳痈<br />C 流注<br />D 乳岩<br />E 瘿病,C,
4,<br />关于乳房的描述，错误的一项是<br />A 男子乳头属肾<br />B 女子乳头属肝<br />C 女子乳房属胃<br />D 乳房与冲任二脉有关<br />E 乳房与肝、胃关系密切,A,
5,<br />乳痈最多见于<br />A 中年妇女<br />B 初产妇<br />C 妇女妊娠期<br />D 多产妇女<br />E 青年妇女,B,
6,<br />乳痈成脓一般需<br />A 3天左右<br />B 7天左右<br />C 10天左右<br />D 1个月左右<br />E 以上都不是,C,
7,<br />乳痈初期内服方是<br />A 五味消毒饮<br />B 黄连解毒汤<br />C 丹栀逍遥散<br />D 柴胡清肝汤<br />E 瓜蒌牛蒡汤,E,
8,<br />下列哪项不属乳痈的病因病理<br />A 产后冲任失调<br />B 产后饮食不节，阳明蕴热<br />C 乳头破碎染毒<br />D 情志不畅，肝气郁结<br />E 乳汁郁积,A,
9,<br />外吹乳痈指<br />A 妊娠期乳痈<br />B 非妊娠期乳痈<br />C 哺乳期乳痈<br />D 非哺乳期乳痈<br />E 以上都不对,C,
10,<br />关于“传囊之变”的意义，正确的是<br />A 乳岩发生远处转移<br />B 乳岩直接蔓延，侵及周围器官<br />C 乳痨之肿块串延胸胁，破流稀脓白汁而内实相通<br />D 乳痈失治，脓出不畅，身热不适，肿痛不消，脓液串及其他乳络<br />E 乳发正虚邪盛，毒邪内攻,D,
11,<br />乳痈成脓切开后引起乳漏的主要原因是<br />A 恣食肥甘发物<br />B 脓毒壅盛<br />C 未停止哺乳<br />D 脓液引流不畅<br />E 手术损伤了乳腺导管,E,
